Datum;SLPsyn_H [MWh];SLPsyn_L [MWh];SLPana_H [MWh];SLPana_L [MWh];RLMmT_H [MWh];RLMmT_L [MWh];RLMoT_H [MWh];RLMoT_L [MWh]
08.04.2019;189499;78403;69947;3376;668964;100178;32607;621
09.04.2019;248281;103952;70424;3888;715560;105830;46784;706
10.04.2019;318527;140535;78673;3977;736776;111841;52112;730
11.04.2019;382571;161368;100416;4226;769898;112866;62742;822
12.04.2019;426079;175412;113800;4861;780891;115419;75984;719
13.04.2019;429394;181726;131555;5526;685437;97751;77338;682
14.04.2019;410746;174450;142944;6022;670558;95605;74793;688
15.04.2019;360935;142530;138958;5563;712500;110312;60642;638
16.04.2019;308987;117582;134790;4892;704516;105223;53560;654
17.04.2019;243362;92491;111060;4040;681173;98198;49618;621
18.04.2019;187293;69261;96678;3336;613122;81930;33836;549
19.04.2019;144608;53713;80166;2403;538169;65031;26973;500
20.04.2019;135067;50266;66316;2373;524763;62061;26372;518
21.04.2019;130611;52596;58310;2168;499841;58173;24096;517
22.04.2019;122458;47369;56673;1840;504562;62731;24838;545
23.04.2019;110864;43879;52469;1752;590979;86508;29800;589
24.04.2019;86069;37760;52305;1603;593010;92532;27480;592
25.04.2019;74551;35511;51481;1352;606532;92837;25475;547
26.04.2019;94622;48668;43914;1640;624075;90406;26911;587
27.04.2019;133306;67724;39901;1963;577742;78196;27522;607
28.04.2019;189909;89170;44875;2565;604215;80570;33427;622
29.04.2019;216241;97878;53246;2951;696556;99342;37826;703
30.04.2019;197856;88978;66491;3099;663671;91075;35343;607
01.05.2019;177230;78083;74366;3223;576092;68163;33627;585
02.05.2019;187213;87088;63408;3060;667938;91266;41760;706
03.05.2019;235567;106706;68056;3367;705758;93297;44398;700
04.05.2019;294434;122649;84681;3694;655170;80544;45751;601
05.05.2019;312431;128908;91356;4171;633896;78151;43708;610
06.05.2019;328782;136213;103741;4405;720785;98079;48584;736
07.05.2019;312455;127238;99735;4389;728941;92155;46209;746
08.05.2019;246884;104981;98291;4246;706478;91039;39594;714
09.05.2019;186726;83633;91488;3895;695328;89445;37128;588
10.05.2019;187117;82710;76900;3898;692340;90208;38697;637
11.05.2019;201183;91436;69178;3566;612147;74352;36276;559
12.05.2019;224063;97051;72498;3890;593298;71824;35197;571
13.05.2019;250017;102600;77416;3923;669205;95105;39341;636
14.05.2019;253822;96803;77165;3653;696638;92664;40085;584
15.05.2019;251808;92660;77338;3364;685354;91728;39886;605
16.05.2019;239727;91850;81397;3183;692637;98509;45853;635
17.05.2019;181585;70610;82542;3006;649184;90283;32542;626
18.05.2019;121550;48563;84895;2758;575357;68725;19615;492
19.05.2019;95175;39372;63124;2611;551562;67075;17731;475
20.05.2019;83960;39087;44198;2374;640664;83809;31118;535
21.05.2019;85861;45158;38570;1872;627803;85747;33888;615
22.05.2019;104013;50371;39885;1830;648284;90359;40203;649
23.05.2019;112640;48997;42119;2198;641977;86692;38298;633
24.05.2019;102406;43077;53907;1982;617925;83163;31592;475
25.05.2019;113745;48656;45799;1724;586151;68951;32663;458
26.05.2019;102884;45598;37415;1604;539054;65358;28598;516
27.05.2019;93089;42884;43586;1585;646391;84713;34615;593
28.05.2019;122181;54855;42508;1726;670547;88351;38692;611
29.05.2019;151842;63364;42047;2072;655694;83721;36621;580
30.05.2019;122120;50208;45216;2059;524176;66008;20953;494
31.05.2019;85840;37922;46457;1487;566540;71113;30022;470
01.06.2019;64015;26640;38623;1277;509519;63620;27639;390
02.06.2019;47676;19312;30617;1030;495730;61199;24845;353
03.06.2019;45150;20603;26310;964;611388;81732;29345;443
04.06.2019;45961;21382;24286;901;594170;80034;30694;441
05.06.2019;40018;19493;21468;809;576999;80276;28451;397
06.06.2019;48019;24289;22299;855;623723;84864;30817;485
07.06.2019;53153;24844;20887;826;563801;74913;25583;419
08.06.2019;61477;28736;23706;1100;494178;54944;14495;384
09.06.2019;64620;31050;23882;1036;480086;48235;14250;386
10.06.2019;61802;28869;24928;1036;508926;52646;17247;358
11.06.2019;59695;28366;23415;1050;619368;75446;30017;520
12.06.2019;55918;27884;22940;926;646750;82773;24435;502
13.06.2019;56068;27749;22603;1018;637637;84289;27278;458
14.06.2019;48927;23237;22892;997;634750;78514;30726;380
15.06.2019;47742;22852;22509;947;522331;61281;12101;362
16.06.2019;52914;24130;21187;862;535866;61711;12526;393
17.06.2019;50031;22175;21462;919;642430;80784;14897;446
18.06.2019;44737;19091;22358;710;627428;79822;18703;398
19.06.2019;41057;17503;21020;767;630596;79934;23213;415
20.06.2019;44465;20640;22336;764;633072;79962;25197;443
21.06.2019;53206;26399;19844;855;616828;76841;28605;431
22.06.2019;57142;26471;20718;806;509886;60704;25691;401
23.06.2019;51861;21290;21017;735;501369;58534;22670;353
