DayOfUse;HGasSLPsyn;UnitHGasSLPsyn;HGasSLPana;UnitHGasSLPana;LGasSLPsyn;UnitLGasSLPsyn;LGasSLPana;UnitLGasSLPana;HGasRLMmT;UnitHGasRLMmT;LGasRLMmT;UnitLGasRLMmT;HGasRLMoT;UnitHGasRLMoT;LGasRLMoT;UnitLGasRLMoT;Status
15.05.2017;152864880;kWh;27324288;kWh;48667416;kWh;24726216;kWh;505348728;kWh;223100496;kWh;17964101;kWh;17150701;kWh;final
16.05.2017;136585968;kWh;28934040;kWh;40956408;kWh;22599120;kWh;487230792;kWh;225701544;kWh;17340403;kWh;17240658;kWh;final
17.05.2017;106871064;kWh;26508744;kWh;29622720;kWh;20451864;kWh;474949536;kWh;209367744;kWh;16864411;kWh;16594314;kWh;final
18.05.2017;98142888;kWh;22545864;kWh;29104272;kWh;16775136;kWh;474946704;kWh;205469064;kWh;16756451;kWh;16942497;kWh;final
19.05.2017;138634032;kWh;19599264;kWh;39592536;kWh;14994504;kWh;488088624;kWh;202593432;kWh;17702322;kWh;16120360;kWh;final
20.05.2017;181240944;kWh;19914768;kWh;52233456;kWh;16256376;kWh;394278000;kWh;160190352;kWh;17334167;kWh;12876179;kWh;final
21.05.2017;186082296;kWh;24938352;kWh;58035552;kWh;23296416;kWh;391709520;kWh;153190056;kWh;17145802;kWh;12371044;kWh;final
22.05.2017;164856744;kWh;26145672;kWh;51920232;kWh;23762616;kWh;486143688;kWh;204028872;kWh;17597228;kWh;17015850;kWh;final
23.05.2017;122604888;kWh;23506824;kWh;39916464;kWh;20896200;kWh;472085952;kWh;204007896;kWh;17791793;kWh;16943065;kWh;final
24.05.2017;136501824;kWh;20278704;kWh;45339096;kWh;17708784;kWh;449632992;kWh;206074392;kWh;18103756;kWh;16395871;kWh;final
25.05.2017;129620304;kWh;19045992;kWh;42882672;kWh;16388112;kWh;366727656;kWh;163112184;kWh;17113620;kWh;11764804;kWh;final
26.05.2017;113439528;kWh;20973168;kWh;35001408;kWh;17187480;kWh;390441528;kWh;172270536;kWh;16454946;kWh;9664584;kWh;final
27.05.2017;86217792;kWh;21167376;kWh;25003296;kWh;16164024;kWh;335431032;kWh;135490200;kWh;16027339;kWh;9587067;kWh;final
28.05.2017;70429536;kWh;18333720;kWh;21048168;kWh;13748664;kWh;338678568;kWh;136714008;kWh;15563536;kWh;9587716;kWh;final
29.05.2017;60348072;kWh;15583752;kWh;18433920;kWh;11430504;kWh;456833880;kWh;196444608;kWh;15488041;kWh;13799600;kWh;final
30.05.2017;63192840;kWh;14937888;kWh;20871528;kWh;11392128;kWh;456088872;kWh;204084384;kWh;15185571;kWh;13723207;kWh;final
31.05.2017;74829744;kWh;13873968;kWh;25902912;kWh;10942848;kWh;454562928;kWh;207945624;kWh;15985315;kWh;13425375;kWh;final
01.06.2017;81360936;kWh;13796016;kWh;29078664;kWh;11216664;kWh;449633208;kWh;207532152;kWh;23213809;kWh;13923299;kWh;final
02.06.2017;77819712;kWh;14654376;kWh;26714040;kWh;12323040;kWh;424932696;kWh;181335264;kWh;15913794;kWh;12746437;kWh;final
03.06.2017;73980360;kWh;14952840;kWh;25963584;kWh;12341760;kWh;330222960;kWh;108634392;kWh;15176016;kWh;9546710;kWh;final
04.06.2017;95248800;kWh;14047440;kWh;31159800;kWh;11706360;kWh;316350528;kWh;102298296;kWh;15498322;kWh;9528205;kWh;final
05.06.2017;111000192;kWh;13872672;kWh;35111064;kWh;11372736;kWh;345586656;kWh;112708872;kWh;15879258;kWh;9583487;kWh;final
06.06.2017;150046752;kWh;16717680;kWh;45365784;kWh;12803736;kWh;452128128;kWh;167256696;kWh;16909514;kWh;11645335;kWh;final
07.06.2017;179754096;kWh;17610816;kWh;51862968;kWh;14067168;kWh;456087312;kWh;154653528;kWh;17201001;kWh;9988104;kWh;final
08.06.2017;147089304;kWh;19952640;kWh;42518568;kWh;15605568;kWh;458912112;kWh;184877544;kWh;16635735;kWh;12510544;kWh;final
09.06.2017;128092776;kWh;22018416;kWh;41347104;kWh;19149480;kWh;444607224;kWh;183114960;kWh;15972289;kWh;12598512;kWh;final
10.06.2017;112365360;kWh;18218232;kWh;36894936;kWh;15673752;kWh;346570752;kWh;136935072;kWh;15923153;kWh;9632285;kWh;final
11.06.2017;83246496;kWh;16240800;kWh;26354496;kWh;15396384;kWh;336480216;kWh;121520544;kWh;15179198;kWh;9577145;kWh;final
12.06.2017;87697968;kWh;15441288;kWh;31549368;kWh;14073600;kWh;430392000;kWh;175681416;kWh;15483059;kWh;12225360;kWh;final
13.06.2017;100464456;kWh;14359848;kWh;35132760;kWh;12185304;kWh;443199840;kWh;192631848;kWh;16200018;kWh;13475612;kWh;final
14.06.2017;92599464;kWh;14669184;kWh;33214128;kWh;13659360;kWh;428281080;kWh;186110856;kWh;15955753;kWh;13016682;kWh;final
15.06.2017;75799128;kWh;15605592;kWh;26223456;kWh;14534832;kWh;348994608;kWh;158209896;kWh;15145855;kWh;12259094;kWh;final
16.06.2017;91195752;kWh;14907312;kWh;32938320;kWh;13350048;kWh;379020744;kWh;149855232;kWh;15958575;kWh;13608471;kWh;final
17.06.2017;100432656;kWh;13473960;kWh;33011016;kWh;11851080;kWh;336112800;kWh;143693016;kWh;15751126;kWh;14831547;kWh;final
18.06.2017;86122944;kWh;14136168;kWh;27435792;kWh;13267368;kWh;349777848;kWh;149303856;kWh;15628763;kWh;12623046;kWh;final
19.06.2017;74193096;kWh;15251856;kWh;22428768;kWh;13730856;kWh;443576304;kWh;188049408;kWh;15087011;kWh;17214388;kWh;final
20.06.2017;60973872;kWh;14829432;kWh;20236824;kWh;11669952;kWh;435640296;kWh;191033904;kWh;15498407;kWh;17193771;kWh;final
21.06.2017;56542992;kWh;13431288;kWh;19489512;kWh;10615992;kWh;454601256;kWh;190449240;kWh;15430581;kWh;17347243;kWh;final
22.06.2017;52154688;kWh;12703536;kWh;17110584;kWh;10223112;kWh;448731480;kWh;182238264;kWh;14521360;kWh;16813162;kWh;final
23.06.2017;56205360;kWh;12476064;kWh;19646448;kWh;10107264;kWh;410878464;kWh;169886736;kWh;15334830;kWh;16333474;kWh;final
24.06.2017;60895440;kWh;12374256;kWh;22417344;kWh;10003344;kWh;326097120;kWh;128471448;kWh;15040188;kWh;12989634;kWh;final
25.06.2017;71478768;kWh;12412200;kWh;25845720;kWh;10587696;kWh;328753176;kWh;124818072;kWh;17630482;kWh;13243215;kWh;final
26.06.2017;77032968;kWh;12647592;kWh;29906808;kWh;11072688;kWh;461199048;kWh;193238952;kWh;12024269;kWh;16903238;kWh;final
27.06.2017;76978248;kWh;13727664;kWh;29600280;kWh;11673096;kWh;477404640;kWh;192122088;kWh;12033890;kWh;17671661;kWh;final
28.06.2017;73911504;kWh;13253064;kWh;26730288;kWh;11772960;kWh;482337000;kWh;191421816;kWh;11623325;kWh;17412341;kWh;final
29.06.2017;94771416;kWh;13528440;kWh;29949168;kWh;12065040;kWh;474499656;kWh;195555912;kWh;15260052;kWh;17108770;kWh;final
30.06.2017;102770040;kWh;13978752;kWh;32601768;kWh;12186144;kWh;418288584;kWh;172559400;kWh;15774728;kWh;16447892;kWh;final
01.07.2017;118993800;kWh;15857448;kWh;39248376;kWh;13308744;kWh;347260536;kWh;137572368;kWh;15673013;kWh;13557309;kWh;final
02.07.2017;119301864;kWh;15836856;kWh;40938288;kWh;13294776;kWh;353243160;kWh;136776264;kWh;15907375;kWh;13348584;kWh;final
03.07.2017;116035392;kWh;16090944;kWh;40302456;kWh;15281256;kWh;467780136;kWh;187270152;kWh;15820143;kWh;16975315;kWh;final
04.07.2017;103216800;kWh;17241048;kWh;36222864;kWh;15846552;kWh;473838360;kWh;188532000;kWh;20126530;kWh;17387882;kWh;final
05.07.2017;82895880;kWh;15919392;kWh;29809920;kWh;13925760;kWh;476235648;kWh;199229976;kWh;15663995;kWh;17339799;kWh;final
06.07.2017;66613128;kWh;14724816;kWh;23374512;kWh;12618984;kWh;494158704;kWh;199124592;kWh;15863165;kWh;18192483;kWh;final
07.07.2017;60546096;kWh;13681008;kWh;20428800;kWh;11547144;kWh;472380576;kWh;189061032;kWh;15108864;kWh;17729365;kWh;final
08.07.2017;59236968;kWh;12998760;kWh;21245640;kWh;10994520;kWh;350625984;kWh;149944824;kWh;15304079;kWh;13471091;kWh;final
09.07.2017;60941352;kWh;12487680;kWh;21500136;kWh;10345536;kWh;349937664;kWh;144098832;kWh;15344321;kWh;13426938;kWh;final
10.07.2017;68168424;kWh;12026304;kWh;23664984;kWh;10190472;kWh;488094648;kWh;201477672;kWh;15219537;kWh;18219866;kWh;final
11.07.2017;77766960;kWh;12353856;kWh;26168544;kWh;10304232;kWh;495474408;kWh;201560232;kWh;20867920;kWh;17412737;kWh;final
12.07.2017;94594272;kWh;12925032;kWh;34158576;kWh;10845888;kWh;465886104;kWh;197740680;kWh;16336561;kWh;16966535;kWh;final
13.07.2017;117575016;kWh;14136504;kWh;41843712;kWh;11588304;kWh;475925976;kWh;204388560;kWh;16168258;kWh;16232020;kWh;final
14.07.2017;122041368;kWh;15353328;kWh;43851048;kWh;14378448;kWh;450408312;kWh;190352760;kWh;16303568;kWh;13238854;kWh;final
15.07.2017;128337168;kWh;16004232;kWh;42816456;kWh;14945496;kWh;347646312;kWh;150620352;kWh;16169617;kWh;9949969;kWh;final
16.07.2017;109604616;kWh;15829536;kWh;34685256;kWh;14532792;kWh;344927952;kWh;141841344;kWh;15836029;kWh;9910667;kWh;final
17.07.2017;94348128;kWh;15569496;kWh;32180352;kWh;13929024;kWh;478141728;kWh;180455760;kWh;16105867;kWh;14221799;kWh;final
18.07.2017;74925120;kWh;14733408;kWh;25381992;kWh;12771168;kWh;463430064;kWh;180956256;kWh;15766443;kWh;13817786;kWh;final
19.07.2017;60611424;kWh;13875408;kWh;19613352;kWh;12342408;kWh;449187120;kWh;183806424;kWh;15338494;kWh;13625914;kWh;final
20.07.2017;62807928;kWh;12816672;kWh;20052576;kWh;11283648;kWh;478492728;kWh;180438432;kWh;16356166;kWh;13894836;kWh;final
21.07.2017;65651808;kWh;12196320;kWh;22160712;kWh;10377192;kWh;428868096;kWh;168902376;kWh;15975098;kWh;13611738;kWh;final
